manga_name,manga_synonym,manga_japanese,manga_english,manga_type,manga_volume,manga_chapters,manga_status,manga_published,manga_genre,manga_theme,manga_demographic,manga_serialization,manga_author,manga_score,manga_ranked,manga_popularity,manga_members,manga_favorites
Kono Oto Tomare!,Stop This Sound!,この音とまれ！,,Manga,Unknown,Unknown,Publishing,"Aug  4, 2012 to ?",DramaDrama,"MusicMusic,SchoolSchool",ShounenShounen,Jump SQ.,"Sakura, Amyuu(Story & Art)","8.731(scored by1466614,666 users)1indicates aweighted score.",#5922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#360,"52,129","3,002"
Made in Abyss,,メイドインアビス,Made in Abyss,Manga,Unknown,Unknown,Publishing,"Oct  20, 2012 to ?","AdventureAdventure,DramaDrama,FantasyFantasy,Sci-FiSci-Fi",,,Web Comic Gamma,"Tsukushi, Akihito(Story & Art)","8.721(scored by5993059,930 users)1indicates aweighted score.",#6022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#63,"181,559","10,841"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,Welcome to the Classroom of the Second-year,ようこそ実力至上主義の教室へ 2年生編,Classroom of the Elite: Year 2,Light Novel,15,130,Finished,"Jan  24, 2020 to Nov  25, 2024",DramaDrama,"PsychologicalPsychological,SchoolSchool",,None,"Tomose, Shunsaku(Art),Kinugasa, Shougo(Story)","8.721(scored by1761617,616 users)1indicates aweighted score.",#6122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#435,"44,961","2,419"
Medalist,,メダリスト,,Manga,Unknown,Unknown,Publishing,"May  25, 2020 to ?","Award WinningAward Winning,DramaDrama,SportsSports",,SeinenSeinen,Afternoon,Tsurumaikada(Story & Art),"8.701(scored by40554,055 users)1indicates aweighted score.",#6222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#986,"21,686",749
One Punch-Man,"Onepunchman, Onepanman, OPM",ワンパンマン,One-Punch Man,Manga,Unknown,Unknown,Publishing,"Jun  14, 2012 to ?","ActionAction,ComedyComedy","Adult CastAdult Cast,ParodyParody,Super PowerSuper Power",SeinenSeinen,Tonari no Young Jump,"Murata, Yusuke(Art),ONE(Story)","8.701(scored by257027257,027 users)1indicates aweighted score.",#6322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#7,"526,661","39,836"
Mushishi,Mushi-shi,蟲師,Mushishi,Manga,10,50,Finished,"Oct  8, 1999 to Aug  25, 2008","Award WinningAward Winning,FantasyFantasy,MysteryMystery,SupernaturalSupernatural","Adult CastAdult Cast,HistoricalHistorical,IyashikeiIyashikei",SeinenSeinen,Afternoon,"Urushibara, Yuki(Story & Art)","8.701(scored by2173221,732 users)1indicates aweighted score.",#6422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#177,"95,152","3,062"
Beck,,BECK,BECK: Mongolian Chop Squad,Manga,34,103,Finished,"Feb  17, 2000 to Jun  5, 2008","Award WinningAward Winning,DramaDrama,RomanceRomance",MusicMusic,ShounenShounen,Shounen Magazine (Monthly),"Sakuishi, Harold(Story & Art)","8.691(scored by3171431,714 users)1indicates aweighted score.",#6522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#189,"91,466","5,468"
Chainsaw Man,,チェンソーマン,Chainsaw Man,Manga,Unknown,Unknown,Publishing,"Dec  3, 2018 to ?","ActionAction,Award WinningAward Winning,FantasyFantasy","GoreGore,Urban FantasyUrban Fantasy",ShounenShounen,Shounen Jump+,"Fujimoto, Tatsuki(Story & Art)","8.691(scored by427462427,462 users)1indicates aweighted score.",#6622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2,"711,243","90,103"
The Horizon,,수평선,The Horizon,Manhwa,3,21,Finished,"Mar  30, 2016 to Jul  21, 2016","AdventureAdventure,DramaDrama",PsychologicalPsychological,,Comica,"Jeong, Ji-Hoon(Story & Art)","8.691(scored by5161551,615 users)1indicates aweighted score.",#6722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#139,"112,661","5,309"
Kimi to Tsuzuru Utakata,,君と綴るうたかた,The Summer You Were There,Manga,6,32,Finished,"May  18, 2020 to Jan  18, 2024",Girls LoveGirls Love,SchoolSchool,,Comic Yuri Hime,Yuama(Story & Art),"8.691(scored by1116611,166 users)1indicates aweighted score.",#6822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#662,"31,157","1,646"
Death Note,,DEATH NOTE,Death Note,Manga,12,108,Finished,"Dec  1, 2003 to May  15, 2006","SupernaturalSupernatural,SuspenseSuspense",PsychologicalPsychological,ShounenShounen,Shounen Jump (Weekly),"Obata, Takeshi(Art),Ohba, Tsugumi(Story)","8.681(scored by241723241,723 users)1indicates aweighted score.",#6922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#14,"425,017","32,849"
Dorohedoro,,ドロヘドロ,Dorohedoro,Manga,23,190,Finished,"Nov  30, 2000 to Sep  12, 2018","ActionAction,ComedyComedy,FantasyFantasy,HorrorHorror",GoreGore,SeinenSeinen,Gessan,"Hayashida, Q(Story & Art)","8.681(scored by6530665,306 users)1indicates aweighted score.",#7022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#47,"201,125","15,095"
Utsuro no Hako to Zero no Maria,HakoMari,空ろの箱と零のマリア,The Empty Box and Zeroth Maria,Light Novel,7,40,Finished,"Jan  10, 2009 to Jun  10, 2015","ActionAction,DramaDrama,HorrorHorror,MysteryMystery,RomanceRomance,SupernaturalSupernatural,SuspenseSuspense","PsychologicalPsychological,SchoolSchool",,None,"Mikage, Eiji(Story),Tetsuo(Art)","8.681(scored by2175221,752 users)1indicates aweighted score.",#7122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#143,"109,162","5,394"
Tongari Boushi no Atelier,Atelier of Witch Hat,とんがり帽子のアトリエ,Witch Hat Atelier,Manga,Unknown,Unknown,Publishing,"Jul  22, 2016 to ?",FantasyFantasy,,SeinenSeinen,Morning Two,"Shirahama, Kamome(Story & Art)","8.681(scored by3031230,312 users)1indicates aweighted score.",#7122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#115,"126,133","7,627"
Kusuriya no Hitorigoto,Drugstore Soliloquy,薬屋のひとりごと,The Apothecary Diaries,Manga,Unknown,Unknown,Publishing,"May  25, 2017 to ?","DramaDrama,MysteryMystery","HistoricalHistorical,MedicalMedical",SeinenSeinen,Big Gangan,"Hyuuga, Natsu(Story),Nekokurage(Art)","8.671(scored by2605126,051 users)1indicates aweighted score.",#7322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#193,"90,056","4,289"
Natsume Yuujinchou,"The Natsume Book of Friends, Manabiya no Sumi, Natsu ni wa Tameiki wo Tsuku",夏目友人帳,Natsume's Book of Friends,Manga,Unknown,Unknown,Publishing,"Jun  10, 2003 to ?","DramaDrama,SupernaturalSupernatural",IyashikeiIyashikei,ShoujoShoujo,LaLa,"Midorikawa, Yuki(Story & Art)","8.671(scored by1199411,994 users)1indicates aweighted score.",#7422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#388,"49,624","2,326"
Usogui,"The Lie Eater, Igyou Tobakusha Usokui, Yakou-san",嘘喰い,,Manga,49,541,Finished,"May  11, 2006 to Dec  21, 2017",ActionAction,"High Stakes GameHigh Stakes Game,PsychologicalPsychological,Strategy GameStrategy Game",SeinenSeinen,Young Jump,"Sako, Toshio(Story & Art)","8.661(scored by1111711,117 users)1indicates aweighted score.",#7522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#337,"54,963","2,421"
Ao Ashi,Midnight Diner,アオアシ,Aoashi,Manga,40,412,Finished,"Jan  5, 2015 to Jun  23, 2025","Award WinningAward Winning,SportsSports",Team SportsTeam Sports,SeinenSeinen,Big Comic Spirits,"Kobayashi, Yuugo(Story & Art),Ueno, Naohiko(Story)","8.661(scored by1797817,978 users)1indicates aweighted score.",#7622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#462,"42,807","2,378"
Mahoutsukai no Yoru,"A Magician's Night, MahoYo",魔法使いの夜,Witch on the Holy Night,Light Novel,1,8,Finished,"Apr  12, 2012","MysteryMystery,SupernaturalSupernatural",,,None,"Nasu, Kinoko(Story)","8.661(scored by12691,269 users)1indicates aweighted score.",#7722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3009,"8,213",234
Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch,When Seagulls Cry Episode 7: Requiem of the Golden Witch,うみねこのなく頃に散 - Episode 7: Requiem of the golden witch,Umineko WHEN THEY CRY Episode 7: Requiem of the Golden Witch,Manga,9,48,Finished,"Apr  13, 2011 to Mar  12, 2015","DramaDrama,MysteryMystery,SupernaturalSupernatural,SuspenseSuspense",PsychologicalPsychological,ShounenShounen,Shounen Gangan,"Mizuno, Eita(Art),Ryukishi07(Story)","8.651(scored by70117,011 users)1indicates aweighted score.",#7822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1273,"17,522",416
Kimi no Suizou wo Tabetai,Let Me Eat Your Pancreas,君の膵臓をたべたい,I Want to Eat Your Pancreas,Novel,1,10,Finished,"Jun  17, 2015","DramaDrama,RomanceRomance",,,None,"Sumino, Yoru(Story)","8.651(scored by46394,639 users)1indicates aweighted score.",#7922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1911,"12,618",497
Omniscient Reader's Viewpoint,Jeonji-jeok Dokja Sijeom,전지적 독자 시점,Omniscient Reader's Viewpoint,Manhwa,Unknown,Unknown,Publishing,"May  26, 2020 to ?","ActionAction,AdventureAdventure,FantasyFantasy",Urban FantasyUrban Fantasy,,Naver Webtoon,"sing N song(Story),Sleepy-C(Art)","8.651(scored by6750067,500 users)1indicates aweighted score.",#8022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#81,"163,387","8,883"
Akira,,AKIRA,Akira,Manga,6,120,Finished,"Dec  6, 1982 to Jun  11, 1990","ActionAction,Award WinningAward Winning,Sci-FiSci-Fi",GoreGore,SeinenSeinen,Young Magazine (Weekly),"Otomo, Katsuhiro(Story & Art)","8.651(scored by4793447,934 users)1indicates aweighted score.",#8122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#95,"146,433","6,895"
Yagate Kimi ni Naru,"YagaKimi, Eventually, I Will Become You",やがて君になる,Bloom into You,Manga,8,50,Finished,"Apr  27, 2015 to Sep  27, 2019","DramaDrama,Girls LoveGirls Love",SchoolSchool,,Dengeki Daioh,"Nakatani, Nio(Story & Art)","8.651(scored by5553155,531 users)1indicates aweighted score.",#8222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#124,"121,218","10,675"
Golden Kamuy,,ゴールデンカムイ,Golden Kamuy,Manga,31,314,Finished,"Aug  21, 2014 to Apr  28, 2022","ActionAction,AdventureAdventure,Award WinningAward Winning",HistoricalHistorical,SeinenSeinen,Young Jump,"Noda, Satoru(Story & Art)","8.641(scored by2982129,821 users)1indicates aweighted score.",#8322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#147,"108,122","5,956"
Sayonara Eri,,さよなら絵梨,"Goodbye, Eri",Manga,1,Unknown,Finished,"Apr  11, 2022",DramaDrama,,ShounenShounen,Shounen Jump+,"Fujimoto, Tatsuki(Story & Art)","8.641(scored by103408103,408 users)1indicates aweighted score.",#8422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#83,"159,814","8,788"
Yokohama Kaidashi Kikou,"Yokohama Shopping Log, Yokohama Shopping Trip, Touge",ヨコハマ買い出し紀行,Yokohama Kaidashi Kikou,Manga,14,142,Finished,"Apr  25, 1994 to Feb  25, 2006","Award WinningAward Winning,Sci-FiSci-Fi,Slice of LifeSlice of Life",IyashikeiIyashikei,SeinenSeinen,Afternoon,"Ashinano, Hitoshi(Story & Art)","8.641(scored by2100821,008 users)1indicates aweighted score.",#8522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#210,"84,464","5,515"
Gintama,"Dandelion, Shiro Kuro, Black and White, Shirokuro, 13, Thirteen, Bankara-san ga Tooru, Here Comes Mr. Uncivilised, Silver Soul",銀魂,Gin Tama,Manga,77,709,Finished,"Dec  8, 2003 to Jun  20, 2019","ActionAction,ComedyComedy,Sci-FiSci-Fi","Gag HumorGag Humor,HistoricalHistorical,ParodyParody,SamuraiSamurai",ShounenShounen,Shounen Jump (Weekly),"Sorachi, Hideaki(Story & Art)","8.641(scored by4172241,722 users)1indicates aweighted score.",#8622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#154,"103,107","8,451"
Zaregoto Series,"Decapitation: Kubikiri Cycle, Strangulation: Kubishime Romanticist",戯言シリーズ,Zaregoto,Light Novel,Unknown,Unknown,Publishing,"Feb  5, 2002 to ?","ActionAction,DramaDrama,MysteryMystery,SupernaturalSupernatural",,,None,"NISIO, ISIN(Story),Take(Art)","8.641(scored by51365,136 users)1indicates aweighted score.",#8722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#745,"27,945","1,316"
Bungou Stray Dogs: Beast,,文豪ストレイドッグス BEAST,Bungo Stray Dogs: Beast,Manga,4,22,Finished,"Dec  26, 2019 to Jan  26, 2022","ActionAction,MysteryMystery,SupernaturalSupernatural",DetectiveDetective,ShounenShounen,Shounen Ace,"Asagiri, Kafka(Story),Hoshikawa, Shiwasu(Art)","8.641(scored by73927,392 users)1indicates aweighted score.",#8822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1012,"21,322",949
Mo Dao Zu Shi,"The Grandmaster of Demonic Cultivation, The Founder of Diabolism, The Master of Diabolism",魔道祖师,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi,Manhua,Unknown,260,Finished,"Dec  8, 2017 to Oct  26, 2022","ActionAction,AdventureAdventure,Boys LoveBoys Love,FantasyFantasy,MysteryMystery","HistoricalHistorical,MythologyMythology,ReincarnationReincarnation",,Kuaikan Manhua,"Mo Xiang Tong Xiu(Story),Luo Di Cheng Qiu(Art)","8.631(scored by61256,125 users)1indicates aweighted score.",#8922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1099,"19,912",800
ReLIFE,,ReLIFE,ReLIFE,Manga,15,238,Finished,"Oct  12, 2013 to Mar  16, 2018","ComedyComedy,DramaDrama,RomanceRomance,Slice of LifeSlice of Life",SchoolSchool,,comico,"Yayoi, Sou(Story & Art)","8.631(scored by8579985,799 users)1indicates aweighted score.",#9022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#69,"174,708","12,396"
Violet Evergarden,,ヴァイオレット・エヴァーガーデン,,Light Novel,2,13,Finished,"Dec  25, 2015 to Dec  26, 2016","DramaDrama,FantasyFantasy",,,None,"Akatsuki, Kana(Story),Takase, Akiko(Art)","8.631(scored by71267,126 users)1indicates aweighted score.",#9122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#639,"31,978",799
Shinyaku Toaru Majutsu no Index,A Certain Magical Index: New Testament,新約 とある魔術の禁書目録,A Certain Magical Index NT,Light Novel,23,178,Finished,"Mar  10, 2011 to Jul  10, 2019","ActionAction,ComedyComedy,FantasyFantasy,Sci-FiSci-Fi,SupernaturalSupernatural",Super PowerSuper Power,,None,"Kamachi, Kazuma(Story),Haimura, Kiyotaka(Art)","8.621(scored by58605,860 users)1indicates aweighted score.",#9222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1207,"18,328","1,242"
Seishun Buta Yarou Series,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎シリーズ,Rascal Does Not Dream,Light Novel,15,Unknown,Finished,"Apr  10, 2014 to Oct  10, 2024","DramaDrama,RomanceRomance,SupernaturalSupernatural",SchoolSchool,,None,"Kamoshida, Hajime(Story),Mizoguchi, Keiji(Art)","8.621(scored by73227,322 users)1indicates aweighted score.",#9322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#636,"32,011","1,228"
Pluto,,PLUTO,Pluto: Urasawa x Tezuka,Manga,8,65,Finished,"Sep  9, 2003 to Apr  1, 2009","ActionAction,Award WinningAward Winning,MysteryMystery,Sci-FiSci-Fi,SuspenseSuspense","DetectiveDetective,PsychologicalPsychological",SeinenSeinen,Big Comic Original,"Urasawa, Naoki(Story & Art),Tezuka, Osamu(Story)","8.621(scored by5123451,234 users)1indicates aweighted score.",#9422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#101,"137,431","5,621"
Kozure Ookami,Lone Wolf and Cub,子連れ狼,Lone Wolf & Cub,Manga,28,142,Finished,Sep  1970 to Apr  1976,ActionAction,"HistoricalHistorical,SamuraiSamurai",SeinenSeinen,Manga Action,"Koike, Kazuo(Story),Kojima, Goseki(Art)","8.621(scored by81358,135 users)1indicates aweighted score.",#9522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#353,"53,043","1,610"
Ginga Eiyuu Densetsu,"LoGH, LotGH, GinEiDen",銀河英雄伝説,Legend of the Galactic Heroes,Novel,10,94,Finished,Nov  1982 to Nov  1987,"ActionAction,AdventureAdventure,DramaDrama,Sci-FiSci-Fi","Adult CastAdult Cast,MilitaryMilitary,SpaceSpace",,None,"Tanaka, Yoshiki(Story),Katou, Naoyuki(Art),Kamoshita, Yukihisa(Art)","8.621(scored by24742,474 users)1indicates aweighted score.",#9622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1847,"13,019",336
Aria,Aria The Masterpiece,ARIA,Aria,Manga,12,67,Finished,"Feb  28, 2002 to Feb  29, 2008","Sci-FiSci-Fi,Slice of LifeSlice of Life",IyashikeiIyashikei,ShounenShounen,Comic Blade,"Amano, Kozue(Story & Art)","8.611(scored by1148911,489 users)1indicates aweighted score.",#9722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#445,"44,170","2,704"
Mob Psycho 100,One Hundred Mob Psycho,モブサイコ100,Mob Psycho 100,Manga,16,109,Finished,"Apr  18, 2012 to Dec  22, 2017","ActionAction,Award WinningAward Winning,ComedyComedy,SupernaturalSupernatural",Super PowerSuper Power,,MangaONE,ONE(Story & Art),"8.611(scored by5090450,904 users)1indicates aweighted score.",#9822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#112,"128,971","5,876"
Overlord,Over Lord,オーバーロード,Overlord,Light Novel,Unknown,Unknown,Publishing,"Jul  30, 2012 to ?","ActionAction,FantasyFantasy",IsekaiIsekai,,None,"Maruyama, Kugane(Story),so-bin(Art)","8.611(scored by2384323,843 users)1indicates aweighted score.",#9922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#262,"68,713","4,039"
Koten-bu Series,Hyouka,〈古典部〉シリーズ,,Novel,Unknown,Unknown,Publishing,"Oct  31, 2001 to ?","AdventureAdventure,MysteryMystery",SchoolSchool,,None,"Yonezawa, Honobu(Story)","8.611(scored by40044,004 users)1indicates aweighted score.",#10022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1014,"21,300",633
Tobaku Datenroku Kaiji: One Poker-hen,"Kaiji Part 5, Tobaku Datenroku Kaiji: One Poker Arc, Gambling Outcast Kaiji: One Poker Arc",賭博堕天録カイジ ワン・ポーカー編,,Manga,16,155,Finished,"Jun  3, 2013 to Aug  21, 2017",DramaDrama,"Adult CastAdult Cast,High Stakes GameHigh Stakes Game,PsychologicalPsychological,Strategy GameStrategy Game",SeinenSeinen,Young Magazine (Weekly),"Fukumoto, Nobuyuki(Story & Art)","8.601(scored by46764,676 users)1indicates aweighted score.",#10422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2027,"11,862",549
